OS03G0784300	AT1G01020|AT4G01510
OS02G0822500	AT3G09920
OS10G0546100	AT3G09925
OS08G0557600	AT3G09940|AT3G52880|AT5G03630
OS09G0567300	AT3G09940|AT3G52880|AT5G03630
OS04G0409500	AT3G09960|AT3G09970
OS02G0494700	AT3G10010
OS12G0147200	AT3G10020
OS11G0149200	AT3G10020
OS04G0405800	AT3G10030
OS01G0318400	AT3G10040
OS03G0713000	AT3G10050
OS01G0858500	AT3G10070
OS02G0532500	AT3G10080
OS10G0411700	AT3G10090|AT5G03850|AT5G64140
OS02G0533200	AT3G10130
OS01G0945001	AT3G10140
OS01G0941800	AT3G10150
OS05G0378800	AT3G10200|AT5G04060
OS01G0948300	AT3G10210
OS04G0692100	AT3G10220
OS02G0190600	AT3G10230
OS02G0137100	AT3G10250|AT5G04090
OS03G0781700	AT3G10260
OS07G0142000	AT3G10260
OS01G0268300	AT3G10270|AT5G04130
OS11G0140600	AT3G10300|AT5G04170
OS12G0137100	AT3G10300|AT5G04170
OS01G0243100	AT3G10310
OS08G0308300	AT3G10340|AT5G04230
OS04G0518100	AT3G10340|AT5G04230
OS02G0626100	AT3G10340|AT5G04230
OS12G0520200	AT3G10340|AT5G04230
OS02G0745000	AT3G10350
OS02G0819300	AT3G10360
OS04G0225001	AT3G10370
OS04G0224900	AT3G10370
OS08G0318500	AT3G10380
OS04G0560300	AT3G10390
OS09G0549500	AT3G10400
OS10G0545100	AT3G10405
OS07G0479300	AT3G10410
OS02G0114200	AT3G10410
OS07G0187400	AT3G10420
OS02G0799100	AT3G10440|AT5G04320
OS10G0457400	AT3G10440|AT5G04320
OS02G0822400	AT3G10480|AT3G10490
OS08G0562200	AT3G10480|AT3G10490
OS02G0822400	AT3G10500|AT5G04410
OS08G0562200	AT3G10500|AT5G04410
OS01G0183100	AT3G10530
OS01G0872800	AT3G10540|AT5G04510
OS08G0556700	AT3G10550|AT5G04540
OS04G0407900	AT3G10560|AT3G10570|AT5G04630|AT5G04660
OS06G0702800	AT3G10572
OS05G0442400	AT3G10590
OS01G0863300	AT3G10590
OS12G0156866	AT3G10600|AT5G04770
OS11G0155500	AT3G10600|AT5G04770
OS04G0685800	AT3G10620
OS09G0296700	AT3G10630
OS01G0103000	AT3G10640|AT5G04850
OS05G0102900	AT3G10640|AT5G04850
OS03G0788300	AT3G10650
OS12G0456400	AT3G10650
OS12G0486600	AT3G10660|AT5G04870
OS03G0788500	AT3G10660|AT5G04870
OS03G0332700	AT3G10670
OS03G0812000	AT3G10690
OS04G0608100	AT3G10700
OS01G0267600	AT3G10730|AT5G04990
OS05G0270200	AT3G10730|AT5G04990
OS12G0129300	AT3G10740|AT5G26120
OS11G0132000	AT3G10740|AT5G26120
OS12G0128700	AT3G10740|AT5G26120
OS07G0686900	AT3G10740|AT5G26120
OS12G0128800	AT3G10740|AT5G26120
OS04G0274250	AT3G10740|AT5G26120
OS11G0131900	AT3G10740|AT5G26120
OS11G0132600	AT3G10740|AT5G26120
OS03G0320100	AT3G10740|AT5G26120
OS12G0129350	AT3G10740|AT5G26120
OS05G0373500	AT3G10810|AT3G56590
OS01G0938600	AT3G10810|AT3G56590
OS07G0642600	AT3G10820|AT5G05140
OS05G0414100	AT3G10820|AT5G05140
OS03G0332400	AT3G10850
OS06G0175900	AT3G10860|AT5G05370
OS06G0177000	AT3G10860|AT5G05370
OS11G0117900	AT3G10870
OS12G0117100	AT3G10870
OS12G0117200	AT3G10870
OS11G0118000	AT3G10870
OS01G0663300	AT3G10890|AT3G10900|AT3G30540|AT5G66460
OS11G0116200	AT3G10910|AT5G05280
OS02G0475101	AT3G10910|AT5G05280
OS01G0822800	AT3G10910|AT5G05280
OS05G0478000	AT3G10910|AT5G05280
OS03G0336600	AT3G10915
OS05G0323900	AT3G10920|AT3G56350
OS12G0112500	AT3G10940
OS11G0113100	AT3G10940
OS05G0557000	AT3G10950
OS01G0679700	AT3G10950
OS05G0332600	AT3G10960
OS05G0168300	AT3G10970
OS05G0474900	AT3G10980|AT5G05350
OS07G0691300	AT3G10985
OS05G0342000	AT3G10985
OS03G0299600	AT3G10985
OS03G0816700	AT3G10986|AT3G56180
OS03G0816800	AT3G10986|AT3G56180
OS07G0230700	AT3G10986|AT3G56180
OS01G0165200	AT3G11000
OS05G0164900	AT3G11000
OS05G0346500	AT3G11040|AT3G61010|AT5G05460
OS12G0106000	AT3G11050
OS11G0106700	AT3G11050
OS12G0105700	AT3G11070|AT5G05520
OS11G0106200	AT3G11070|AT5G05520
OS05G0470800	AT3G11070|AT5G05520
OS01G0830900	AT3G11110
OS05G0468900	AT3G11110
OS01G0830500	AT3G11150
OS07G0693800	AT3G11170|AT5G05580
OS03G0290300	AT3G11170|AT5G05580
OS03G0289800	AT3G11180|AT3G55970|AT5G05600
OS01G0832600	AT3G11180|AT3G55970|AT5G05600
OS05G0127500	AT3G11180|AT3G55970|AT5G05600
OS11G0708400	AT3G11210
OS06G0639600	AT3G11220
OS05G0446800	AT3G11240|AT5G05700
OS01G0854500	AT3G11260|AT5G05770
OS04G0661900	AT3G11270|AT5G05780
OS05G0449900	AT3G11280|AT5G05790
OS01G0853700	AT3G11280|AT5G05790
OS03G0286300	AT3G11320|AT5G05820
OS05G0457800	AT3G11325|AT3G11430|AT5G06090
OS02G0593600	AT3G11330|AT5G05850
OS04G0476700	AT3G11330|AT5G05850
OS05G0455600	AT3G11397|AT5G05987
OS01G0847900	AT3G11397|AT5G05987
OS02G0788400	AT3G11400|AT5G06000
OS02G0788300	AT3G11400|AT5G06000
OS03G0268600	AT3G11410
OS09G0325700	AT3G11410
OS01G0846300	AT3G11410
OS03G0269900	AT3G11420
OS03G0269700	AT3G11420
OS03G0269601	AT3G11420
OS04G0377932	AT3G11450|AT5G06110
OS01G0819800	AT3G11460
OS12G0155200	AT3G11490
OS11G0153400	AT3G11490
OS01G0967200	AT3G11490
OS01G0966500	AT3G11530
OS08G0559300	AT3G11540
OS08G0482100	AT3G11560|AT5G06220
OS04G0382800	AT3G11590
OS02G0506100	AT3G11590
OS01G0863500	AT3G11600
OS05G0442000	AT3G11600
OS01G0958800	AT3G11620
OS02G0537700	AT3G11630|AT5G06290
OS11G0158400	AT3G11670
OS04G0416900	AT3G11670
OS02G0539100	AT3G11670
OS04G0417000	AT3G11680
OS03G0586800	AT3G11710|AT3G30805
OS11G0568700	AT3G11720|AT5G06440
OS05G0105200	AT3G11730
OS09G0560500	AT3G11750|AT3G21730|AT5G62980
OS08G0556200	AT3G11750|AT3G21730|AT5G62980
OS06G0154600	AT3G11750|AT3G21730|AT5G62980
OS12G0620600	AT3G11760
OS03G0649000	AT3G11760
OS07G0159900	AT3G11773|AT5G06470
OS03G0648800	AT3G11773|AT5G06470
OS03G0788200	AT3G11780|AT5G06480
OS07G0159800	AT3G11780|AT5G06480
OS03G0787000	AT3G11820|AT3G52400
OS06G0687700	AT3G11830
OS03G0650800	AT3G11850|AT5G06560
OS12G0488700	AT3G11850|AT5G06560
OS11G0575900	AT3G11850|AT5G06560
OS08G0378800	AT3G11890
OS07G0231400	AT3G11900
OS03G0817200	AT3G11900
OS07G0163800	AT3G11910|AT5G06600
OS01G0771400	AT3G11910|AT5G06600
OS10G0482900	AT3G11920
OS10G0437500	AT3G11930|AT3G58450
OS07G0576000	AT3G11945
OS12G0181300	AT3G11950
OS02G0605500	AT3G11950
OS04G0217900	AT3G11950
OS04G0218900	AT3G11950
OS05G0305200	AT3G11950
OS07G0203700	AT3G11960
OS07G0203800	AT3G11960
OS07G0203275	AT3G11964
OS07G0203300	AT3G11964
OS03G0167600	AT3G11980
OS10G0400900	AT3G12010
OS02G0775400	AT3G12020|AT5G06670
OS06G0206700	AT3G12020|AT5G06670
OS03G0721400	AT3G12030|AT5G06660
OS02G0774500	AT3G12040
OS08G0464000	AT3G12050
OS02G0773732	AT3G12060|AT5G06700
OS06G0207500	AT3G12060|AT5G06700
OS08G0512300	AT3G12070|AT5G12210
OS11G0638000	AT3G12080
OS01G0977100	AT3G12090|AT4G23410
OS05G0126100	AT3G12090|AT4G23410
OS02G0832700	AT3G12100
OS07G0416900	AT3G12120
OS07G0416700	AT3G12120
OS07G0417200	AT3G12120
OS02G0716500	AT3G12120
OS04G0665700	AT3G12130|AT5G06770
OS02G0194200	AT3G12130|AT5G06770
OS06G0618100	AT3G12130|AT5G06770
OS08G0328300	AT3G12140|AT5G06780
OS09G0279000	AT3G12140|AT5G06780
OS03G0436600	AT3G12145
OS09G0491612	AT3G12145
OS08G0510101	AT3G12145
OS07G0568700	AT3G12145
OS02G0195000	AT3G12150
OS02G0195800	AT3G12170|AT5G06910
OS12G0506400	AT3G12180
OS02G0590800	AT3G12200
OS02G0463500	AT3G12203|AT3G12220|AT3G12230|AT3G12240
OS03G0728600	AT3G12210
OS01G0808100	AT3G12250|AT5G06950|AT5G06960
OS03G0318600	AT3G12250|AT5G06950|AT5G06960
OS01G0279900	AT3G12250|AT5G06950|AT5G06960
OS05G0492000	AT3G12250|AT5G06950|AT5G06960
OS07G0687700	AT3G12250|AT5G06950|AT5G06960
OS07G0640100	AT3G12260
OS07G0640000	AT3G12270
OS08G0538700	AT3G12280
OS11G0533500	AT3G12280
OS05G0150800	AT3G12290
OS09G0510200	AT3G12300
OS04G0446500	AT3G12340
OS09G0103800	AT3G12340
OS09G0293900	AT3G12340
OS06G0484500	AT3G12345
OS12G0511000	AT3G12350
OS01G0837000	AT3G12360
OS03G0281000	AT3G12360
OS03G0284400	AT3G12370|AT5G13510
OS05G0121500	AT3G12370|AT5G13510
OS01G0144340	AT3G12380
OS01G0938900	AT3G12390|AT5G13850
OS05G0373700	AT3G12390|AT5G13850
OS02G0833300	AT3G12400|AT5G13860
OS10G0543400	AT3G12500
OS03G0418000	AT3G12500
OS06G0726200	AT3G12500
OS10G0542900	AT3G12500
OS05G0399400	AT3G12500
OS05G0399700	AT3G12500
OS05G0399300	AT3G12500
OS03G0132900	AT3G12500
OS06G0726100	AT3G12500
OS09G0240500	AT3G12520|AT5G13550
OS01G0248600	AT3G12530
OS03G0274300	AT3G12560|AT5G13820
OS02G0817800	AT3G12560|AT5G13820
OS01G0840200	AT3G12570
OS01G0151100	AT3G12570
OS03G0277100	AT3G12570
OS05G0460000	AT3G12580
OS01G0840100	AT3G12580
OS03G0276500	AT3G12580
OS07G0620500	AT3G12587
OS03G0392050	AT3G12587
OS01G0974300	AT3G12590
OS07G0212300	AT3G12600
OS03G0810300	AT3G12600
OS08G0505900	AT3G12610
OS01G0976700	AT3G12620|AT3G55050
OS09G0486500	AT3G12630
OS08G0504700	AT3G12630
OS08G0504600	AT3G12640
OS04G0472400	AT3G12640
OS02G0718000	AT3G12650
OS04G0283600	AT3G12660
OS02G0461000	AT3G12660
OS02G0461500	AT3G12660
OS05G0569700	AT3G12670
OS01G0616900	AT3G12670
OS05G0573300	AT3G12670
OS01G0654100	AT3G12670
OS05G0570400	AT3G12670
OS01G0616400	AT3G12680
OS06G0530300	AT3G12685
OS05G0596000	AT3G12700
OS05G0557100	AT3G12700
OS01G0679500	AT3G12700
OS01G0679550	AT3G12700
OS01G0799500	AT3G12710
OS12G0633501	AT3G12720
OS07G0497500	AT3G12720
OS02G0174000	AT3G12730
OS08G0207500	AT3G12750
OS04G0613000	AT3G12750
OS06G0233400	AT3G12760
OS02G0689800	AT3G12810
OS04G0617050	AT3G12830
OS12G0626200	AT3G12830
OS06G0671150	AT3G12830
OS03G0778400	AT3G12870
OS03G0777000	AT3G12910
OS09G0493600	AT3G12930
OS07G0496900	AT3G12940
OS08G0104400	AT3G12960
OS02G0550700	AT3G12990|AT3G60500
OS06G0704000	AT3G13010|AT3G13020|AT3G13030
OS02G0139000	AT3G13040
OS06G0703900	AT3G13040
OS09G0559800	AT3G13050
OS04G0609200	AT3G13050
OS02G0288700	AT3G13080|AT3G13090|AT3G13100
OS02G0288400	AT3G13080|AT3G13090|AT3G13100
OS01G0173900	AT3G13080|AT3G13090|AT3G13100
OS03G0196800	AT3G13120
OS01G0785700	AT3G13150
OS03G0752200	AT3G13170
OS09G0477900	AT3G13180
OS06G0106100	AT3G13200
OS10G0328700	AT3G13210|AT3G51110|AT5G41770|AT5G45990
OS06G0523900	AT3G13210|AT3G51110|AT5G41770|AT5G45990
OS05G0289400	AT3G13210|AT3G51110|AT5G41770|AT5G45990
OS06G0607700	AT3G13220
OS08G0492100	AT3G13224
OS08G0320100	AT3G13224
OS06G0298400	AT3G13225
OS04G0667900	AT3G13226
OS02G0198800	AT3G13229
OS03G0115200	AT3G13230
OS01G0788950	AT3G13230
OS02G0198600	AT3G13235
OS02G0722800	AT3G13290|AT3G13300
OS06G0300800	AT3G13290|AT3G13300
OS06G0301300	AT3G13330
OS08G0497900	AT3G13360|AT4G26455|AT5G56210
OS04G0471300	AT3G13360|AT4G26455|AT5G56210
OS09G0481300	AT3G13360|AT4G26455|AT5G56210
OS12G0123900	AT3G13410
OS11G0127700	AT3G13410
OS03G0824200	AT3G13440
OS07G0170100	AT3G13450
OS02G0623500	AT3G13490
OS01G0695900	AT3G13540
OS07G0577400	AT3G13550
OS07G0577300	AT3G13560
OS08G0234000	AT3G13580
OS04G0605900	AT3G13580
OS07G0633400	AT3G13600
OS03G0374500	AT3G13600
OS10G0411500	AT3G13600
OS03G0167200	AT3G13600
OS03G0374900	AT3G13620
OS03G0375900	AT3G13620
OS03G0375966	AT3G13620
OS03G0375300	AT3G13620
OS02G0128800	AT3G13672
OS03G0581650	AT3G13677
OS08G0143400	AT3G13682
OS06G0151200	AT3G13700
OS05G0200400	AT3G13730
OS01G0197100	AT3G13730
OS02G0219200	AT3G13750
OS06G0573600	AT3G13750
OS01G0580200	AT3G13750
OS06G0565300	AT3G13780
OS01G0711800	AT3G13782
OS06G0611700	AT3G13782
OS05G0539700	AT3G13782
OS05G0235600	AT3G13782
OS09G0363800	AT3G13800
OS01G0242400	AT3G13850
OS01G0571800	AT3G13850
OS08G0163800	AT3G13850
OS01G0571500	AT3G13850
OS08G0402100	AT3G13850
OS09G0364100	AT3G13850
OS05G0540300	AT3G13860
OS01G0959600	AT3G13880
OS01G0571200	AT3G13882
OS01G0709000	AT3G13890
OS11G0615100	AT3G13940
OS02G0776900	AT3G13960
OS06G0204800	AT3G13960
OS03G0411000	AT3G13990
OS06G0206100	AT3G13990
OS02G0779200	AT3G14067
OS02G0780700	AT3G14075
OS04G0445800	AT3G14080
OS01G0510600	AT3G14110
OS02G0586800	AT3G14110
OS11G0643700	AT3G14120
OS07G0616500	AT3G14130|AT3G14150
OS03G0816500	AT3G14140|AT3G14160
OS03G0181800	AT3G14170
OS06G0195800	AT3G14200
OS02G0782300	AT3G14200
OS08G0452100	AT3G14240
OS09G0283600	AT3G14250
OS08G0451800	AT3G14250
OS03G0399532	AT3G14270
OS08G0450800	AT3G14270
OS08G0450700	AT3G14270
OS08G0220400	AT3G14300
OS11G0192400	AT3G14300
OS11G0194200	AT3G14300
OS11G0194000	AT3G14300
OS02G0440000	AT3G14390|AT5G11880
OS05G0510300	AT3G14400
OS04G0623600	AT3G14415|AT3G14420
OS08G0528601	AT3G14430
OS10G0507150	AT3G14460
OS04G0618050	AT3G14580
OS01G0728300	AT3G14610|AT3G14620|AT3G14630|AT3G14640|AT3G14650|AT3G14660|AT3G14680|AT3G14690
OS01G0627500	AT3G14610|AT3G14620|AT3G14630|AT3G14640|AT3G14650|AT3G14660|AT3G14680|AT3G14690
OS05G0372300	AT3G14610|AT3G14620|AT3G14630|AT3G14640|AT3G14650|AT3G14660|AT3G14680|AT3G14690
OS02G0511500	AT3G14700
OS01G0818200	AT3G14730
OS07G0508200	AT3G14750
OS02G0320600	AT3G14760
OS02G0321600	AT3G14760
OS01G0700100	AT3G14770
OS01G0541800	AT3G14770
OS02G0247000	AT3G14780
OS01G0217000	AT3G14850
OS01G0652100	AT3G14850
OS06G0531400	AT3G14850
OS02G0234200	AT3G14860
OS05G0560200	AT3G14880
OS01G0737300	AT3G14890
OS04G0497900	AT3G14900
OS09G0315800	AT3G14910
OS05G0581100	AT3G14910
OS01G0207600	AT3G14920
OS01G0207400	AT3G14920
OS01G0207200	AT3G14920
OS01G0208400	AT3G14920
OS01G0622300	AT3G14930
OS04G0691700	AT3G14980
OS04G0433900	AT3G14980
OS01G0614500	AT3G15010
OS01G0862600	AT3G15040
OS06G0155300	AT3G15050
OS05G0564400	AT3G15060
OS01G0667600	AT3G15060
OS09G0327100	AT3G15060
OS08G0377400	AT3G15080
OS01G0753100	AT3G15090
OS06G0352900	AT3G15095
OS02G0307800	AT3G15110
OS04G0686500	AT3G15130
OS06G0353400	AT3G15140
OS05G0563500	AT3G15150
OS04G0626900	AT3G15160
OS05G0557200	AT3G15180
OS01G0678600	AT3G15190
OS01G0151900	AT3G15200
OS11G0446000	AT3G15240|AT5G53900
OS07G0507000	AT3G15260
OS01G0796400	AT3G15290
OS05G0519000	AT3G15300
OS01G0201250	AT3G15300
OS01G0747800	AT3G15300
OS06G0535333	AT3G15351
OS07G0485600	AT3G15351
OS01G0200700	AT3G15353
OS05G0202800	AT3G15353
OS04G0530600	AT3G15360
OS02G0639900	AT3G15360
OS04G0681600	AT3G15380
OS04G0681400	AT3G15380
OS02G0639700	AT3G15390
OS02G0197400	AT3G15395
OS02G0826600	AT3G15410
OS07G0459400	AT3G15430
OS04G0679400	AT3G15450
OS04G0529400	AT3G15470|AT5G54200
OS04G0678300	AT3G15470|AT5G54200
OS02G0638900	AT3G15470|AT5G54200
OS07G0565600	AT3G15520
OS01G0176500	AT3G15550
OS02G0204400	AT3G15620
OS01G0174900	AT3G15660
OS01G0530400	AT3G15660
OS02G0203700	AT3G15680
OS01G0172900	AT3G15720
OS06G0607000	AT3G15800
OS02G0200300	AT3G15800
OS05G0510100	AT3G15810
OS01G0771000	AT3G15810
OS06G0607100	AT3G15820|AT3G15830
OS03G0586500	AT3G15840
OS02G0804400	AT3G15900
OS06G0643000	AT3G15920
OS01G0176300	AT3G15930
OS06G0143700	AT3G15990
OS01G0180300	AT3G16000
OS05G0180400	AT3G16000
OS02G0266200	AT3G16010
OS07G0100200	AT3G16050
OS10G0100700	AT3G16050
OS10G0191600	AT3G16050
OS11G0708500	AT3G16050
OS01G0625200	AT3G16060
OS02G0269200	AT3G16120
OS04G0650700	AT3G16150
OS08G0363900	AT3G16160
OS01G0761100	AT3G16160
OS08G0369600	AT3G16160
OS02G0274600	AT3G16160
OS06G0332700	AT3G16160
OS01G0761300	AT3G16170
OS02G0276200	AT3G16190
OS02G0276400	AT3G16190
OS01G0231800	AT3G16220|AT3G16230
OS01G0231900	AT3G16220|AT3G16230
OS06G0336200	AT3G16240
OS07G0489800	AT3G16250
OS01G0232400	AT3G16270
OS05G0520100	AT3G16310
OS01G0200500	AT3G16310
OS06G0622500	AT3G16320
OS01G0187900	AT3G16350
OS01G0743800	AT3G16360
OS05G0186100	AT3G16360
OS06G0148200	AT3G16370
OS05G0370300	AT3G16510|AT4G15740|AT4G15755
OS01G0369500	AT3G16510|AT4G15740|AT4G15755
OS07G0670200	AT3G16510|AT4G15740|AT4G15755
OS05G0149100	AT3G16510|AT4G15740|AT4G15755
OS07G0670300	AT3G16510|AT4G15740|AT4G15755
OS01G0934100	AT3G16510|AT4G15740|AT4G15755
OS04G0403701	AT3G16560
OS01G0120400	AT3G16565
OS01G0977400	AT3G16610
OS05G0154700	AT3G16630|AT4G15885
OS11G0660500	AT3G16640
OS03G0339100	AT3G16650|AT4G15900
OS01G0805800	AT3G16680
OS04G0487300	AT3G16680
OS03G0341300	AT3G16690|AT4G15920
OS03G0421700	AT3G16700|AT4G15940
OS03G0829000	AT3G16700|AT4G15940
OS07G0517300	AT3G16730
OS03G0340700	AT3G16760
OS05G0361700	AT3G16770
OS05G0358700	AT3G16785
OS05G0358500	AT3G16800
OS03G0831100	AT3G16810
OS01G0254100	AT3G16830
OS04G0510400	AT3G16840
OS03G0301200	AT3G16860|AT4G16120|AT5G49270
OS07G0690900	AT3G16860|AT4G16120|AT5G49270
OS12G0557800	AT3G16890
OS03G0305100	AT3G16910
OS03G0305000	AT3G16910
OS09G0494200	AT3G16920
OS08G0522500	AT3G16920
OS07G0490200	AT3G16940|AT4G16150
OS01G0337900	AT3G16950|AT4G16155
OS05G0156700	AT3G16950|AT4G16155
OS12G0560400	AT3G16980|AT4G16265
OS03G0102200	AT3G16980|AT4G16265
OS07G0615800	AT3G16980|AT4G16265
OS11G0676650	AT3G16980|AT4G16265
OS03G0306900	AT3G16990
OS03G0308000	AT3G17000
OS05G0157200	AT3G17020
OS03G0832500	AT3G17030
OS03G0308800	AT3G17040
OS03G0309400	AT3G17060
OS03G0832400	AT3G17090
OS01G0299500	AT3G17120
OS05G0131900	AT3G17120
OS12G0563200	AT3G17170
OS05G0158500	AT3G17180
OS01G0332800	AT3G17180
OS01G0332500	AT3G17180
OS05G0159000	AT3G17205
OS01G0516600	AT3G17210
OS12G0566100	AT3G17300
OS05G0133900	AT3G17310
OS11G0695900	AT3G17340
OS11G0693900	AT3G17340
OS08G0517600	AT3G17365
OS11G0108800	AT3G17420|AT5G18500
OS12G0108100	AT3G17420|AT5G18500
OS01G0323000	AT3G17420|AT5G18500
OS12G0109850	AT3G17420|AT5G18500
OS01G0251100	AT3G17465
OS05G0161200	AT3G17470
OS02G0723700	AT3G17590
OS01G0283500	AT3G17611
OS05G0276100	AT3G17630
OS03G0828600	AT3G17630
OS12G0616500	AT3G17630
OS06G0478600	AT3G17640
OS04G0589200	AT3G17668
OS04G0674100	AT3G17670
OS02G0773400	AT3G17690|AT3G17700
OS06G0207700	AT3G17690|AT3G17700
OS02G0772500	AT3G17712|AT3G17740
OS04G0447400	AT3G17720
OS08G0465800	AT3G17720
OS09G0552800	AT3G17730
OS09G0552900	AT3G17730
OS11G0549620	AT3G17790
OS11G0549615	AT3G17790
OS03G0238600	AT3G17790
OS10G0116800	AT3G17790
OS02G0736400	AT3G17810
OS09G0401200	AT3G17880
OS03G0152800	AT3G17900
OS01G0805200	AT3G17930
OS10G0155500	AT3G17940
OS02G0733400	AT3G17950
OS06G0256800	AT3G17950
OS03G0707900	AT3G17970
OS07G0674300	AT3G18020
OS01G0643800	AT3G18040
OS05G0576800	AT3G18040
OS06G0497500	AT3G18050
OS02G0710700	AT3G18050
OS01G0125800	AT3G18060
OS03G0703100	AT3G18070|AT3G18080
OS03G0703000	AT3G18070|AT3G18080
OS12G0420100	AT3G18070|AT3G18080
OS01G0508000	AT3G18070|AT3G18080
OS08G0171600	AT3G18090|AT3G23780
OS04G0641000	AT3G18090|AT3G23780
OS07G0139500	AT3G18100
OS07G0137000	AT3G18100
OS06G0199100	AT3G18110
OS01G0119000	AT3G18170|AT3G18180
OS04G0196600	AT3G18170|AT3G18180
OS01G0118700	AT3G18170|AT3G18180
OS06G0707000	AT3G18170|AT3G18180
OS06G0475400	AT3G18170|AT3G18180
OS02G0327700	AT3G18170|AT3G18180
OS01G0119100	AT3G18170|AT3G18180
OS10G0514600	AT3G18190
OS02G0332200	AT3G18190
OS02G0331400	AT3G18200
OS08G0359200	AT3G18220
OS01G0666000	AT3G18220
OS05G0549900	AT3G18220
OS08G0359100	AT3G18220
OS01G0693300	AT3G18220
OS09G0308900	AT3G18220
OS01G0139200	AT3G18230
OS08G0513300	AT3G18240|AT4G21460
OS01G0139000	AT3G18260
OS01G0691400	AT3G18260
OS05G0550250	AT3G18260
OS01G0138900	AT3G18270
OS05G0551000	AT3G18290
OS01G0689451	AT3G18290
OS09G0104700	AT3G18310
OS03G0240400	AT3G18310
OS01G0128800	AT3G18370
OS06G0483900	AT3G18380
OS06G0485100	AT3G18380
OS05G0551900	AT3G18390
OS03G0624600	AT3G18400
OS02G0802400	AT3G18430
OS03G0710900	AT3G18480
OS01G0140100	AT3G18490
OS06G0264900	AT3G18500
OS06G0618300	AT3G18510
OS07G0164100	AT3G18520
OS05G0274200	AT3G18524
OS01G0642900	AT3G18580
OS06G0535100	AT3G18600|AT5G65900
OS03G0802700	AT3G18600|AT5G65900
OS04G0674450	AT3G18620
OS06G0308900	AT3G18620
OS04G0673400	AT3G18630
OS08G0135800	AT3G18640
OS05G0426400	AT3G18660
OS01G0880200	AT3G18660
OS02G0556000	AT3G18660
OS01G0965400	AT3G18680
OS03G0267400	AT3G18690
OS08G0102900	AT3G18690
OS04G0417600	AT3G18690
OS02G0539500	AT3G18690
OS02G0540700	AT3G18710|AT5G09800|AT5G64660
OS04G0418500	AT3G18710|AT5G09800|AT5G64660
OS05G0439400	AT3G18710|AT5G09800|AT5G64660
OS02G0784100	AT3G18730
OS02G0782800	AT3G18730
OS01G0220300	AT3G18760
OS11G0162000	AT3G18770
OS02G0602500	AT3G18790
OS04G0687200	AT3G18800
OS07G0582400	AT3G18830
OS01G0966900	AT3G18830
OS07G0582500	AT3G18830
OS05G0502200	AT3G18850
OS01G0782500	AT3G18850
OS07G0123700	AT3G18860
OS10G0100300	AT3G18890
OS07G0123400	AT3G18900
OS03G0769000	AT3G18900
OS03G0233800	AT3G18900
OS03G0766900	AT3G18940
OS03G0618300	AT3G19000|AT3G19010
OS08G0249900	AT3G19000|AT3G19010
OS12G0590500	AT3G19050
OS03G0566500	AT3G19090
OS07G0102500	AT3G19090
OS04G0675800	AT3G19180
OS06G0267600	AT3G19190
OS02G0762600	AT3G19200|AT4G34419
OS09G0459200	AT3G19200|AT4G34419
OS08G0474100	AT3G19200|AT4G34419
OS02G0762800	AT3G19210
OS09G0458400	AT3G19220
OS03G0184400	AT3G19230
OS09G0458300	AT3G19230
OS02G0789600	AT3G19240
OS02G0178500	AT3G19240
OS04G0405700	AT3G19250|AT3G19330
OS03G0264000	AT3G19260
OS09G0457100	AT3G19270
OS08G0472800	AT3G19270
OS12G0479900	AT3G19340
OS11G0528400	AT3G19340
OS01G0929000	AT3G19340
OS04G0505000	AT3G19370
OS02G0614600	AT3G19370
OS04G0649200	AT3G19370
OS04G0670200	AT3G19390
OS04G0670500	AT3G19390
OS09G0381400	AT3G19400|AT3G43960
OS09G0497500	AT3G19400|AT3G43960
OS01G0613500	AT3G19400|AT3G43960
OS01G0347600	AT3G19400|AT3G43960
OS04G0107700	AT3G19400|AT3G43960
OS01G0330200	AT3G19400|AT3G43960
OS01G0613800	AT3G19400|AT3G43960
OS11G0425100	AT3G19400|AT3G43960
OS12G0407500	AT3G19420
OS12G0407200	AT3G19420
OS01G0968400	AT3G19430
OS01G0968300	AT3G19430
OS05G0552600	AT3G19430
OS04G0410400	AT3G19430
OS09G0103500	AT3G19440
OS02G0187800	AT3G19450|AT4G34230
OS04G0670000	AT3G19460
OS04G0650800	AT3G19480
OS01G0342800	AT3G19508
OS06G0229300	AT3G19510
OS12G0507700	AT3G19550
OS12G0580400	AT3G19553
OS07G0590100	AT3G19580
OS11G0340477	AT3G19580
OS12G0583700	AT3G19580
OS03G0437200	AT3G19580
OS03G0610400	AT3G19580
OS03G0764100	AT3G19580
OS03G0437100	AT3G19580
OS07G0588300	AT3G19610
OS03G0202300	AT3G19630
OS01G0869200	AT3G19640
OS01G0908500	AT3G19640
OS04G0430900	AT3G19640
OS03G0203000	AT3G19650
OS01G0532200	AT3G19670
OS07G0127600	AT3G19690|AT4G07820|AT4G33710|AT4G33720|AT5G26130
OS07G0125000	AT3G19690|AT4G07820|AT4G33710|AT4G33720|AT5G26130
OS07G0125600	AT3G19690|AT4G07820|AT4G33710|AT4G33720|AT5G26130
OS07G0126401	AT3G19690|AT4G07820|AT4G33710|AT4G33720|AT5G26130
OS12G0633400	AT3G19690|AT4G07820|AT4G33710|AT4G33720|AT5G26130
OS12G0632800	AT3G19700
OS12G0178700	AT3G19720
OS03G0262900	AT3G19770|AT5G09320
OS10G0485100	AT3G19780
