Solyc11g008790.1	AT1G01020|AT4G01510
Solyc04g082950.2	AT2G33570
Solyc04g082800.2	AT2G33585
Solyc04g082780.2	AT2G33590|AT2G33600
Solyc04g082760.2	AT2G33610
Solyc12g094710.1	AT2G33620
Solyc04g082750.2	AT2G33630
Solyc04g082650.2	AT2G33640
Solyc02g065560.1	AT2G33680
Solyc04g082600.2	AT2G33700
Solyc02g068190.1	AT2G33730
Solyc02g081290.2	AT2G33730
Solyc04g076080.2	AT2G33735
Solyc04g076050.2	AT2G33740
Solyc02g078210.2	AT2G33770
Solyc02g078280.2	AT2G33793
Solyc02g078290.2	AT2G33793
Solyc02g077990.2	AT2G33800
Solyc02g077920.2	AT2G33810
Solyc10g009080.2	AT2G33810
Solyc02g077910.2	AT2G33820
Solyc10g009090.2	AT2G33820
Solyc12g040280.1	AT2G33835
Solyc12g040240.1	AT2G33835
Solyc12g040340.1	AT2G33835
Solyc12g040270.1	AT2G33835
Solyc12g040230.1	AT2G33835
Solyc03g006350.2	AT2G33835
Solyc12g040250.1	AT2G33835
Solyc12g040300.1	AT2G33835
Solyc12g040210.1	AT2G33835
Solyc02g077700.1	AT2G33855
Solyc02g077560.2	AT2G33860
Solyc02g077390.1	AT2G33880
Solyc02g077260.2	AT2G33990
Solyc10g008790.2	AT2G33990
Solyc02g031770.2	AT2G34050
Solyc02g077300.1	AT2G34060
Solyc02g076950.2	AT2G34090
Solyc02g076960.2	AT2G34090
Solyc02g072500.2	AT2G34190
Solyc02g072270.2	AT2G34200
Solyc03g006060.2	AT2G34200
Solyc04g064700.2	AT2G34210|AT4G08350|AT4G08360
Solyc02g038750.2	AT2G34260
Solyc07g042380.2	AT2G34357
Solyc07g009220.1	AT2G34400
Solyc02g065330.1	AT2G34450
Solyc02g070760.2	AT2G34460
Solyc02g070770.2	AT2G34460
Solyc02g070670.2	AT2G34470
Solyc09g050030.1	AT2G34520
Solyc02g070420.2	AT2G34530
Solyc02g070440.2	AT2G34560
Solyc10g084740.1	AT2G34570
Solyc08g008040.2	AT2G34570
Solyc02g070470.1	AT2G34585
Solyc02g021430.1	AT2G34620
Solyc08g023470.2	AT2G34630
Solyc02g070390.2	AT2G34640
Solyc02g070260.2	AT2G34680
Solyc02g070250.2	AT2G34690
Solyc02g024000.2	AT2G34730
Solyc02g069940.2	AT2G34730
Solyc01g087460.1	AT2G34740
Solyc02g070050.2	AT2G34770|AT4G20870
Solyc02g022890.1	AT2G34770|AT4G20870
Solyc02g022870.2	AT2G34780
Solyc07g041330.1	AT2G34780
Solyc02g021680.2	AT2G34830
Solyc01g006130.2	AT2G34860
Solyc01g099250.1	AT2G34930
Solyc02g081850.2	AT2G34960
Solyc01g098180.2	AT2G34970|AT3G02270|AT4G18300
Solyc02g081610.1	AT2G34980
Solyc04g039940.1	AT2G35030
Solyc02g031980.2	AT2G35035
Solyc08g075160.2	AT2G35040
Solyc02g031910.2	AT2G35050
Solyc02g031860.2	AT2G35050
Solyc02g068690.2	AT2G35100|AT5G44930
Solyc02g068720.2	AT2G35110
Solyc02g068740.2	AT2G35120
Solyc02g068760.2	AT2G35130
Solyc02g068780.2	AT2G35140
Solyc02g068910.2	AT2G35155|AT5G45030
Solyc08g077730.2	AT2G35170|AT4G17080
Solyc10g061960.1	AT2G35170|AT4G17080
Solyc08g077550.2	AT2G35190
Solyc08g076920.2	AT2G35210|AT4G17890|AT5G46750
Solyc08g005070.2	AT2G35210|AT4G17890|AT5G46750
Solyc08g076940.1	AT2G35215
Solyc08g005040.1	AT2G35215
Solyc08g005010.2	AT2G35260|AT4G17840
Solyc08g077020.1	AT2G35290
Solyc08g077090.2	AT2G35320
Solyc08g077150.2	AT2G35350
Solyc08g007000.2	AT2G35350
Solyc08g007030.2	AT2G35360
Solyc08g076840.2	AT2G35410
Solyc01g009970.2	AT2G35450
Solyc01g007230.2	AT2G35460|AT2G35980|AT3G11650|AT5G06320
Solyc01g007240.2	AT2G35460|AT2G35980|AT3G11650|AT5G06320
Solyc10g081980.1	AT2G35460|AT2G35980|AT3G11650|AT5G06320
Solyc10g081970.1	AT2G35460|AT2G35980|AT3G11650|AT5G06320
Solyc08g076520.2	AT2G35470
Solyc08g076480.2	AT2G35490
Solyc08g005220.2	AT2G35490
Solyc08g076410.2	AT2G35500
Solyc08g005300.1	AT2G35540
Solyc08g076230.1	AT2G35550
Solyc08g075340.2	AT2G35610
Solyc02g078640.2	AT2G35630
Solyc08g078060.2	AT2G35658|AT4G16840
Solyc06g066760.2	AT2G35680
Solyc08g078270.2	AT2G35680
Solyc08g078400.2	AT2G35690|AT4G16760
Solyc08g078390.2	AT2G35690|AT4G16760
Solyc08g078410.1	AT2G35700|AT4G16750
Solyc08g078420.1	AT2G35700|AT4G16750
Solyc08g078650.2	AT2G35710|AT4G16600
Solyc06g060710.2	AT2G35710|AT4G16600
Solyc08g078660.2	AT2G35720
Solyc08g078730.2	AT2G35730
Solyc08g078790.1	AT2G35736
Solyc12g099070.1	AT2G35740|AT4G16480
Solyc11g012450.1	AT2G35740|AT4G16480
Solyc11g012590.1	AT2G35760|AT4G16442
Solyc05g054190.2	AT2G35760|AT4G16442
Solyc05g056090.2	AT2G35790
Solyc10g005830.2	AT2G35810|AT2G35820|AT2G35830
Solyc01g006760.2	AT2G35850|AT3G52360
Solyc10g081690.1	AT2G35850|AT3G52360
Solyc10g081730.1	AT2G35880
Solyc01g006830.2	AT2G35880
Solyc01g006840.2	AT2G35890
Solyc10g081740.1	AT2G35890
Solyc10g081750.1	AT2G35900
Solyc01g006910.2	AT2G35910|AT5G06490
Solyc10g081780.1	AT2G35910|AT5G06490
Solyc10g081790.1	AT2G35910|AT5G06490
Solyc01g006970.2	AT2G35920
Solyc01g007040.2	AT2G35930|AT3G52450
Solyc01g007000.2	AT2G35930|AT3G52450
Solyc01g007010.2	AT2G35930|AT3G52450
Solyc01g007020.2	AT2G35930|AT3G52450
Solyc01g007030.2	AT2G35930|AT3G52450
Solyc01g007070.2	AT2G35940
Solyc01g007220.2	AT2G35960|AT2G35970|AT3G11660|AT3G52470|AT4G09590|AT5G05657|AT5G06330
Solyc01g007270.1	AT2G35990
Solyc01g007750.2	AT2G36000
Solyc01g007760.2	AT2G36010
Solyc01g007780.2	AT2G36020
Solyc10g082040.1	AT2G36020
Solyc10g082050.1	AT2G36026|AT3G52525
Solyc01g007800.2	AT2G36026|AT3G52525
Solyc11g006670.1	AT2G36050|AT3G52540
Solyc05g055220.1	AT2G36050|AT3G52540
Solyc01g007860.2	AT2G36060|AT3G52560
Solyc10g083120.1	AT2G36060|AT3G52560
Solyc09g010230.1	AT2G36080
Solyc10g083210.1	AT2G36080
Solyc10g083230.1	AT2G36090
Solyc12g042390.1	AT2G36110|AT3G12410|AT3G12420|AT3G12430|AT3G12440|AT3G12460|AT3G12470
Solyc11g006480.1	AT2G36110|AT3G12410|AT3G12420|AT3G12430|AT3G12440|AT3G12460|AT3G12470
Solyc01g103460.2	AT2G36110|AT3G12410|AT3G12420|AT3G12430|AT3G12440|AT3G12460|AT3G12470
Solyc10g078200.1	AT2G36110|AT3G12410|AT3G12420|AT3G12430|AT3G12440|AT3G12460|AT3G12470
Solyc12g094540.1	AT2G36110|AT3G12410|AT3G12420|AT3G12430|AT3G12440|AT3G12460|AT3G12470
Solyc09g010190.2	AT2G36130
Solyc09g010120.2	AT2G36145
Solyc02g070570.2	AT2G36160|AT3G11510|AT3G52580
Solyc10g083280.1	AT2G36160|AT3G11510|AT3G52580
Solyc09g010100.2	AT2G36160|AT3G11510|AT3G52580
Solyc06g053210.2	AT2G36170|AT3G52590
Solyc10g085650.1	AT2G36190|AT3G52600
Solyc09g010090.2	AT2G36190|AT3G52600
Solyc10g083290.1	AT2G36190|AT3G52600
Solyc10g085640.1	AT2G36190|AT3G52600
Solyc10g085360.1	AT2G36190|AT3G52600
Solyc09g010080.2	AT2G36190|AT3G52600
Solyc10g083300.1	AT2G36190|AT3G52600
Solyc09g010060.2	AT2G36200
Solyc10g083310.1	AT2G36200
Solyc10g083320.1	AT2G36210
Solyc09g009980.1	AT2G36210
Solyc05g055270.1	AT2G36220|AT3G52710
Solyc09g009840.1	AT2G36220|AT3G52710
Solyc11g006900.1	AT2G36220|AT3G52710
Solyc10g083330.1	AT2G36220|AT3G52710
Solyc05g056150.2	AT2G36230
Solyc08g006170.1	AT2G36240
Solyc10g083490.1	AT2G36250|AT3G52750
Solyc09g009430.2	AT2G36250|AT3G52750
Solyc09g009490.2	AT2G36270
Solyc11g007080.1	AT2G36300|AT3G52760
Solyc05g055300.1	AT2G36300|AT3G52760
Solyc09g009630.2	AT2G36305
Solyc10g083430.1	AT2G36310
Solyc05g020040.1	AT2G36310
Solyc10g083420.1	AT2G36310
Solyc09g009690.2	AT2G36310
Solyc09g009590.1	AT2G36320|AT3G52800
Solyc10g083460.1	AT2G36320|AT3G52800
Solyc09g009700.2	AT2G36325|AT3G09930|AT5G03590|AT5G03600|AT5G03610
Solyc11g007180.1	AT2G36325|AT3G09930|AT5G03590|AT5G03600|AT5G03610
Solyc06g071440.2	AT2G36330|AT5G62820
Solyc03g114290.2	AT2G36330|AT5G62820
Solyc09g009380.2	AT2G36350|AT3G52890|AT5G03640
Solyc10g083500.1	AT2G36350|AT3G52890|AT5G03640
Solyc11g007330.1	AT2G36355|AT3G52900
Solyc11g007320.1	AT2G36360
Solyc10g085600.1	AT2G36370
Solyc09g009190.2	AT2G36390|AT5G03650
Solyc09g009200.1	AT2G36400|AT3G52910
Solyc09g009210.2	AT2G36410|AT3G09980|AT3G52920|AT5G03660
Solyc10g083520.1	AT2G36410|AT3G09980|AT3G52920|AT5G03660
Solyc10g083530.1	AT2G36420|AT5G03670
Solyc09g009220.2	AT2G36420|AT5G03670
Solyc09g009230.1	AT2G36430
Solyc10g083560.1	AT2G36450
Solyc09g009240.1	AT2G36450
Solyc09g009260.2	AT2G36460|AT3G52930
Solyc10g083570.1	AT2G36460|AT3G52930
Solyc09g009280.1	AT2G36470
Solyc10g083590.1	AT2G36480|AT2G36485
Solyc09g009120.2	AT2G36480|AT2G36485
Solyc10g083630.1	AT2G36490
Solyc09g009080.2	AT2G36490
Solyc12g032950.1	AT2G36500|AT3G52950
Solyc10g085550.1	AT2G36530
Solyc09g009020.2	AT2G36530
Solyc09g008950.1	AT2G36540|AT2G36550
Solyc09g008960.1	AT2G36540|AT2G36550
Solyc09g008860.2	AT2G36570
Solyc10g083720.1	AT2G36580|AT3G52990
Solyc09g008840.2	AT2G36580|AT3G52990
Solyc05g052830.2	AT2G36590|AT2G39890|AT3G55740
Solyc03g096390.2	AT2G36590|AT2G39890|AT3G55740
Solyc03g096380.2	AT2G36590|AT2G39890|AT3G55740
Solyc05g052820.2	AT2G36590|AT2G39890|AT3G55740
Solyc10g085480.1	AT2G36620|AT3G53020
Solyc10g083740.1	AT2G36620|AT3G53020
Solyc09g008800.2	AT2G36620|AT3G53020
Solyc09g008780.2	AT2G36630
Solyc11g042800.1	AT2G36640|AT3G53040
Solyc09g008660.2	AT2G36650
Solyc09g008620.1	AT2G36660
Solyc10g085750.1	AT2G36660
Solyc09g008600.2	AT2G36670
Solyc10g085760.1	AT2G36670
Solyc10g085810.1	AT2G36680|AT3G53120
Solyc10g083780.1	AT2G36680|AT3G53120
Solyc11g007890.1	AT2G36690
Solyc09g008560.2	AT2G36690
Solyc10g083810.1	AT2G36700|AT2G36710
Solyc10g083820.1	AT2G36700|AT2G36710
Solyc10g083800.1	AT2G36720
Solyc09g008520.2	AT2G36720
Solyc04g063270.1	AT2G36730
Solyc04g009830.2	AT2G36740
Solyc10g085870.1	AT2G36750|AT2G36760|AT2G36770|AT2G36780|AT2G36790|AT2G36800|AT3G53160
Solyc12g042600.1	AT2G36750|AT2G36760|AT2G36770|AT2G36780|AT2G36790|AT2G36800|AT3G53160
Solyc10g085880.1	AT2G36750|AT2G36760|AT2G36770|AT2G36780|AT2G36790|AT2G36800|AT3G53160
Solyc09g008490.2	AT2G36810
Solyc10g085410.1	AT2G36815
Solyc10g083910.1	AT2G36835
Solyc09g008350.2	AT2G36840
Solyc03g111570.2	AT2G36850
Solyc03g111560.2	AT2G36850
Solyc09g008320.2	AT2G36870
Solyc09g008280.1	AT2G36880
Solyc10g083970.1	AT2G36880
Solyc09g008270.2	AT2G36885
Solyc08g065910.1	AT2G36890|AT5G23000
Solyc12g008670.1	AT2G36890|AT5G23000
Solyc10g083990.1	AT2G36895
Solyc05g040090.1	AT2G36900|AT5G50440
Solyc07g047720.2	AT2G36900|AT5G50440
Solyc05g040100.2	AT2G36900|AT5G50440
Solyc09g008240.2	AT2G36910
Solyc09g008230.2	AT2G36930
Solyc10g084000.1	AT2G36950
Solyc09g008100.2	AT2G36960
Solyc09g008060.2	AT2G36970
Solyc09g008040.2	AT2G36990
Solyc10g086210.1	AT2G37020
Solyc09g007990.2	AT2G37025
Solyc09g007970.1	AT2G37030|AT3G53250|AT5G03310
Solyc10g086200.1	AT2G37030|AT3G53250|AT5G03310
Solyc09g007950.1	AT2G37035
Solyc05g056170.2	AT2G37040|AT3G53260
Solyc09g007280.2	AT2G37050
Solyc09g007290.2	AT2G37060|AT3G53340
Solyc10g086030.1	AT2G37080|AT3G53350
Solyc10g084290.1	AT2G37080|AT3G53350
Solyc09g007360.2	AT2G37080|AT3G53350
Solyc10g019030.1	AT2G37080|AT3G53350
Solyc09g007420.2	AT2G37090
Solyc09g007470.1	AT2G37100|AT5G03110
Solyc09g007490.2	AT2G37110
Solyc10g084260.1	AT2G37110
Solyc09g007500.2	AT2G37120|AT3G09735|AT3G53370
Solyc10g084240.1	AT2G37130
Solyc09g007520.2	AT2G37130
Solyc09g007530.2	AT2G37150
Solyc10g086070.1	AT2G37160|AT3G53390
Solyc09g007670.2	AT2G37160|AT3G53390
Solyc06g011350.2	AT2G37170|AT2G37180|AT3G53420|AT5G60660
Solyc11g069430.1	AT2G37170|AT2G37180|AT3G53420|AT5G60660
Solyc04g050430.1	AT2G37190|AT3G53430|AT5G60670
Solyc04g050400.1	AT2G37190|AT3G53430|AT5G60670
Solyc04g050380.1	AT2G37190|AT3G53430|AT5G60670
Solyc04g050390.1	AT2G37190|AT3G53430|AT5G60670
Solyc04g050420.1	AT2G37190|AT3G53430|AT5G60670
Solyc04g050370.1	AT2G37190|AT3G53430|AT5G60670
Solyc04g050340.1	AT2G37190|AT3G53430|AT5G60670
Solyc04g050360.1	AT2G37190|AT3G53430|AT5G60670
Solyc09g007800.2	AT2G37195
Solyc10g086120.1	AT2G37200
Solyc10g084150.1	AT2G37210|AT3G53450
Solyc09g007830.2	AT2G37210|AT3G53450
Solyc09g007850.2	AT2G37220|AT3G53460
Solyc10g086150.1	AT2G37220|AT3G53460
Solyc12g019290.1	AT2G37230
Solyc09g007190.2	AT2G37240
Solyc09g007180.2	AT2G37250
Solyc03g045110.2	AT2G37270|AT3G11940
Solyc11g042610.1	AT2G37270|AT3G11940
Solyc10g078620.1	AT2G37270|AT3G11940
Solyc01g101070.2	AT2G37280|AT3G53480
Solyc09g007160.2	AT2G37290
Solyc10g084420.1	AT2G37300
Solyc09g007050.1	AT2G37310
Solyc09g005990.2	AT2G37320
Solyc10g085950.1	AT2G37330
Solyc09g005980.2	AT2G37340|AT3G53500
Solyc05g054920.2	AT2G37340|AT3G53500
Solyc09g005970.1	AT2G37360|AT3G53510
Solyc09g005880.1	AT2G37380
Solyc10g085910.1	AT2G37390|AT3G53530
Solyc09g005740.1	AT2G37400|AT3G09490|AT3G53560|AT5G02590
Solyc10g085900.1	AT2G37400|AT3G09490|AT3G53560|AT5G02590
Solyc06g082270.1	AT2G37410
Solyc11g039910.1	AT2G37410
Solyc10g086340.1	AT2G37420
Solyc11g073060.1	AT2G37430|AT3G53600
Solyc06g075780.1	AT2G37430|AT3G53600
Solyc03g093870.1	AT2G37430|AT3G53600
Solyc09g005690.2	AT2G37440
Solyc09g010360.2	AT2G37450|AT2G37460
Solyc09g010420.2	AT2G37500
Solyc10g084630.1	AT2G37510
Solyc10g084650.1	AT2G37520|AT3G53680
Solyc09g010480.1	AT2G37530
Solyc00g023250.1	AT2G37540
Solyc00g023260.1	AT2G37550
Solyc00g023270.1	AT2G37560
Solyc09g010640.2	AT2G37570|AT5G02480
Solyc10g086420.1	AT2G37570|AT5G02480
Solyc09g010650.1	AT2G37580
Solyc00g024670.1	AT2G37585
Solyc00g024680.1	AT2G37590
Solyc06g036050.2	AT2G37600|AT3G53740|AT5G02450
Solyc03g025520.2	AT2G37600|AT3G53740|AT5G02450
Solyc01g094560.2	AT2G37600|AT3G53740|AT5G02450
Solyc00g017210.1	AT2G37620
Solyc00g017220.1	AT2G37630
Solyc00g017230.1	AT2G37640
Solyc09g010920.1	AT2G37650
Solyc10g086530.1	AT2G37650
Solyc09g010930.2	AT2G37660
Solyc00g027670.1	AT2G37670
Solyc00g027650.1	AT2G37678|AT5G02200
Solyc00g027640.1	AT2G37680
Solyc00g023030.1	AT2G37700
Solyc00g023040.1	AT2G37700
Solyc00g023050.1	AT2G37700
Solyc09g011060.2	AT2G37710|AT3G53810|AT4G02410|AT4G02420
Solyc09g012000.1	AT2G37710|AT3G53810|AT4G02410|AT4G02420
Solyc09g011990.1	AT2G37710|AT3G53810|AT4G02410|AT4G02420
Solyc07g008820.2	AT2G37720|AT5G64020
Solyc00g015720.1	AT2G37730
Solyc00g015730.1	AT2G37740
Solyc00g015740.1	AT2G37760
Solyc00g015750.1	AT2G37770
Solyc00g015760.1	AT2G37780
Solyc00g015770.1	AT2G37790
Solyc09g011270.2	AT2G37820
Solyc09g011260.1	AT2G37820
Solyc09g011320.2	AT2G37840|AT3G53930
Solyc10g084930.1	AT2G37840|AT3G53930
Solyc09g011340.2	AT2G37860
Solyc09g011350.1	AT2G37880
Solyc09g011360.2	AT2G37890|AT3G53940
Solyc10g084950.1	AT2G37900|AT3G53960
Solyc10g084940.1	AT2G37900|AT3G53960
Solyc09g011390.2	AT2G37900|AT3G53960
Solyc09g011410.2	AT2G37920
Solyc10g084980.1	AT2G37925
Solyc09g011720.2	AT2G37930|AT5G01030
Solyc10g084990.1	AT2G37940|AT3G54020
Solyc09g011740.2	AT2G37940|AT3G54020
Solyc10g086690.1	AT2G37940|AT3G54020
Solyc10g086740.1	AT2G37960|AT3G54060
Solyc09g011820.2	AT2G37960|AT3G54060
Solyc10g086750.1	AT2G37960|AT3G54060
Solyc10g085040.1	AT2G37970
Solyc10g085030.1	AT2G37970
Solyc10g085050.1	AT2G37980|AT3G54100|AT5G01100
Solyc09g011860.2	AT2G37980|AT3G54100|AT5G01100
Solyc12g006550.1	AT2G37990
Solyc09g011880.2	AT2G38000
Solyc07g056220.2	AT2G38020
Solyc09g013090.2	AT2G38025
Solyc09g013080.2	AT2G38040
Solyc10g086500.1	AT2G38050
Solyc09g013070.2	AT2G38050
Solyc09g013150.2	AT2G38060
Solyc10g085070.1	AT2G38070|AT3G09070|AT5G01170
Solyc09g014160.1	AT2G38070|AT3G09070|AT5G01170
Solyc10g076830.1	AT2G38080
Solyc09g014240.2	AT2G38080
Solyc10g085090.1	AT2G38080
Solyc10g076820.1	AT2G38090
Solyc09g014250.2	AT2G38090
Solyc09g014350.2	AT2G38110
Solyc09g014380.2	AT2G38120
Solyc10g076790.1	AT2G38120
Solyc09g091980.2	AT2G38130
Solyc05g052710.2	AT2G38140
Solyc09g014390.1	AT2G38150
Solyc10g076780.1	AT2G38150
Solyc09g014390.1	AT2G38152|AT3G09020|AT5G01250
Solyc10g076780.1	AT2G38152|AT3G09020|AT5G01250
Solyc09g005260.2	AT2G38170|AT3G51860
Solyc09g005320.2	AT2G38185|AT2G38195|AT2G38220|AT5G01450
Solyc10g076670.1	AT2G38240
Solyc10g085190.1	AT2G38240
Solyc10g076660.1	AT2G38240
Solyc09g005560.2	AT2G38250|AT5G01380
Solyc09g005620.2	AT2G38270
Solyc09g014770.2	AT2G38280
Solyc10g076480.1	AT2G38290
Solyc10g076460.1	AT2G38300
Solyc09g005030.1	AT2G38300
Solyc05g052420.1	AT2G38310
Solyc06g050500.2	AT2G38310
Solyc03g095780.1	AT2G38310
Solyc10g076400.1	AT2G38320
Solyc02g082950.2	AT2G38320
Solyc09g015350.2	AT2G38320
Solyc02g082940.2	AT2G38320
Solyc10g085340.1	AT2G38330
Solyc10g085330.1	AT2G38330
Solyc10g076370.1	AT2G38340
Solyc10g076380.1	AT2G38340
Solyc10g076360.1	AT2G38360
Solyc09g042710.2	AT2G38370|AT3G51720
Solyc10g076250.1	AT2G38400
Solyc09g014790.2	AT2G38410|AT5G01760
Solyc09g014930.1	AT2G38420
Solyc04g050890.1	AT2G38430|AT3G54310
Solyc04g050910.1	AT2G38430|AT3G54310
Solyc04g050920.2	AT2G38430|AT3G54310
Solyc09g014980.2	AT2G38440
Solyc06g050730.2	AT2G38450
Solyc10g076280.1	AT2G38460|AT5G03570
Solyc09g014990.2	AT2G38470
Solyc10g076300.1	AT2G38480
Solyc09g018280.1	AT2G38490|AT5G01820
Solyc10g085450.1	AT2G38490|AT5G01820
Solyc09g018070.1	AT2G38510
Solyc09g015650.2	AT2G38550
Solyc05g052190.2	AT2G38560|AT4G18720|AT5G42325
Solyc03g095720.2	AT2G38560|AT4G18720|AT5G42325
Solyc10g085690.1	AT2G38570
Solyc09g016940.2	AT2G38580
Solyc09g031930.2	AT2G38610|AT3G08620
Solyc10g074870.1	AT2G38610|AT3G08620
Solyc10g074720.1	AT2G38620|AT3G54180
Solyc06g048480.2	AT2G38630|AT3G54190
Solyc03g095260.2	AT2G38630|AT3G54190
Solyc10g074650.1	AT2G38650
Solyc08g048240.2	AT2G38660
Solyc10g074700.1	AT2G38670
Solyc11g006420.1	AT2G38680
Solyc06g061130.2	AT2G38695
Solyc11g007020.1	AT2G38700|AT3G54250
Solyc04g009650.2	AT2G38700|AT3G54250
Solyc11g006770.1	AT2G38710
Solyc01g096680.2	AT2G38720
Solyc01g096520.2	AT2G38730
Solyc08g007100.2	AT2G38740
Solyc08g077350.2	AT2G38740
Solyc01g097550.2	AT2G38750
Solyc01g097520.2	AT2G38750
Solyc01g097540.2	AT2G38760
Solyc01g097510.2	AT2G38760
Solyc01g081530.1	AT2G38760
Solyc01g068480.2	AT2G38770
Solyc01g068470.2	AT2G38780
Solyc01g068460.2	AT2G38800|AT3G54570
Solyc06g084090.2	AT2G38810|AT3G54560|AT4G13570
Solyc09g065760.2	AT2G38820|AT3G54550
Solyc09g065770.1	AT2G38830
Solyc06g084080.2	AT2G38840
Solyc09g065810.2	AT2G38840
Solyc04g049910.2	AT2G38880
Solyc04g049960.2	AT2G38905
Solyc10g081640.1	AT2G38910
Solyc01g006730.2	AT2G38910
Solyc10g076900.1	AT2G38910
Solyc11g045230.1	AT2G38920
Solyc06g034200.1	AT2G38940|AT3G54700|AT4G08878
Solyc09g073010.1	AT2G38940|AT3G54700|AT4G08878
Solyc09g066410.1	AT2G38940|AT3G54700|AT4G08878
Solyc06g008490.2	AT2G38950
Solyc05g056140.2	AT2G38970|AT3G54780
Solyc04g025240.2	AT2G39000
Solyc04g025230.1	AT2G39000
Solyc09g007770.2	AT2G39010|AT3G54820
Solyc10g084120.1	AT2G39010|AT3G54820
Solyc09g007760.2	AT2G39010|AT3G54820
Solyc00g272810.1	AT2G39020|AT2G39030
Solyc08g068700.1	AT2G39020|AT2G39030
Solyc08g006730.1	AT2G39020|AT2G39030
Solyc08g068730.1	AT2G39020|AT2G39030
Solyc08g068770.1	AT2G39020|AT2G39030
Solyc08g068780.1	AT2G39020|AT2G39030
Solyc10g084640.1	AT2G39020|AT2G39030
Solyc08g068720.1	AT2G39020|AT2G39030
Solyc12g096840.1	AT2G39020|AT2G39030
Solyc08g068280.1	AT2G39020|AT2G39030
Solyc08g068710.1	AT2G39020|AT2G39030
Solyc08g068690.1	AT2G39020|AT2G39030
Solyc06g054500.1	AT2G39040
Solyc01g010750.2	AT2G39050
Solyc09g074530.2	AT2G39060
Solyc06g054530.2	AT2G39080
Solyc01g067630.2	AT2G39080
Solyc01g067490.2	AT2G39090
Solyc06g054580.2	AT2G39100
Solyc09g075720.2	AT2G39110
Solyc10g079160.1	AT2G39120
Solyc03g063030.2	AT2G39130|AT3G54830
Solyc03g063040.2	AT2G39130|AT3G54830
Solyc03g063050.1	AT2G39130|AT3G54830
Solyc11g008440.1	AT2G39130|AT3G54830
Solyc11g008360.1	AT2G39140|AT3G43340
Solyc05g024140.1	AT2G39170
Solyc11g008310.1	AT2G39170
Solyc05g055560.1	AT2G39170
Solyc02g033070.1	AT2G39170
Solyc05g024170.1	AT2G39170
Solyc09g007750.2	AT2G39180
Solyc04g049380.2	AT2G39190
Solyc11g008200.1	AT2G39210
Solyc05g055540.1	AT2G39210
Solyc05g056030.2	AT2G39220|AT3G54950|AT4G29800
Solyc08g067060.1	AT2G39230|AT3G54980
Solyc04g049800.2	AT2G39250|AT3G54990|AT5G60120
Solyc04g049770.2	AT2G39260
Solyc04g049760.2	AT2G39260
Solyc04g049690.2	AT2G39270
Solyc04g009560.2	AT2G39280|AT3G55020
Solyc04g009580.2	AT2G39290|AT3G55030
Solyc04g049550.2	AT2G39290|AT3G55030
Solyc05g054930.2	AT2G39300|AT3G55060
Solyc05g054910.2	AT2G39340
Solyc04g010210.1	AT2G39350|AT3G55090|AT5G13580
Solyc04g010200.1	AT2G39350|AT3G55090|AT5G13580
Solyc05g054890.2	AT2G39350|AT3G55090|AT5G13580
Solyc05g054860.1	AT2G39360
Solyc05g054850.1	AT2G39370
Solyc05g054820.1	AT2G39380|AT3G55150
Solyc01g010960.1	AT2G39390|AT3G55170
Solyc04g010250.2	AT2G39400|AT2G39410|AT2G39420|AT3G55180|AT3G55190
Solyc05g054780.1	AT2G39430|AT3G55230
Solyc04g010270.1	AT2G39430|AT3G55230
Solyc05g054770.2	AT2G39435
Solyc02g069070.2	AT2G39440
Solyc05g054730.2	AT2G39450
Solyc10g086330.1	AT2G39460|AT3G55280
Solyc10g084610.1	AT2G39460|AT3G55280
Solyc09g005720.2	AT2G39460|AT3G55280
Solyc02g092080.1	AT2G39460|AT3G55280
Solyc10g054420.1	AT2G39470
Solyc04g010310.2	AT2G39480|AT3G55320
Solyc06g031710.2	AT2G39510|AT5G13670
Solyc04g011340.2	AT2G39510|AT5G13670
Solyc04g011490.2	AT2G39518|AT2G39530
Solyc05g055150.1	AT2G39518|AT2G39530
Solyc04g011480.2	AT2G39518|AT2G39530
Solyc05g054520.2	AT2G39550
Solyc05g054530.1	AT2G39560
Solyc05g054620.2	AT2G39570
Solyc04g011380.2	AT2G39580
Solyc04g016540.1	AT2G39620
Solyc05g054460.2	AT2G39630
Solyc01g005830.2	AT2G39640
Solyc06g005480.2	AT2G39650
Solyc06g030580.2	AT2G39670
Solyc06g030570.2	AT2G39670
Solyc06g008560.1	AT2G39690|AT3G12540
Solyc06g051800.2	AT2G39700|AT3G55500
Solyc06g076220.2	AT2G39700|AT3G55500
Solyc06g005560.2	AT2G39700|AT3G55500
Solyc10g086520.1	AT2G39700|AT3G55500
Solyc09g010860.2	AT2G39700|AT3G55500
Solyc02g065050.1	AT2G39710
Solyc06g005650.2	AT2G39720
Solyc04g011610.1	AT2G39720
Solyc09g007070.1	AT2G39725
Solyc09g011080.2	AT2G39730
Solyc10g086580.1	AT2G39730
Solyc06g051780.2	AT2G39740
Solyc05g052970.2	AT2G39750|AT5G06050
Solyc05g052960.2	AT2G39760
Solyc03g096730.2	AT2G39770|AT3G55590
Solyc06g051270.2	AT2G39770|AT3G55590
Solyc06g082890.2	AT2G39780
Solyc09g020110.2	AT2G39780
Solyc03g079930.2	AT2G39790|AT2G39795|AT3G55605|AT5G05990
