MTR_7g089460	AT1G01020|AT4G01510
MTR_4g076540	AT2G39230|AT3G54980
MTR_1g049140	AT2G39250|AT3G54990|AT5G60120
MTR_2g048630	AT2G39260
MTR_1g067050	AT2G39270
MTR_7g100530	AT2G39270
MTR_1g116310	AT2G39280|AT3G55020
MTR_1g116280	AT2G39290|AT3G55030
MTR_7g005530	AT2G39290|AT3G55030
MTR_1g116070	AT2G39300|AT3G55060
MTR_3g073080	AT2G39340
MTR_1g115790	AT2G39350|AT3G55090|AT5G13580
MTR_1g115605	AT2G39370
MTR_1g115545	AT2G39390|AT3G55170
MTR_7g080090	AT2G39390|AT3G55170
MTR_1g115535	AT2G39400|AT2G39410|AT2G39420|AT3G55180|AT3G55190
MTR_1g115510	AT2G39430|AT3G55230
MTR_7g021300	AT2G39430|AT3G55230
MTR_7g022810	AT2G39435
MTR_7g022890	AT2G39450
MTR_4g063060	AT2G39460|AT3G55280
MTR_7g023260	AT2G39460|AT3G55280
MTR_4g007840	AT2G39460|AT3G55280
MTR_2g096340	AT2G39460|AT3G55280
MTR_1g115410	AT2G39470
MTR_7g023340	AT2G39480|AT3G55320
MTR_1g115430	AT2G39480|AT3G55320
MTR_7g023360	AT2G39490
MTR_1g115385	AT2G39490
MTR_1g115400	AT2G39490
MTR_1g115355	AT2G39500
MTR_7g024750	AT2G39518|AT2G39530
MTR_7g024730	AT2G39518|AT2G39530
MTR_7g024540	AT2G39550
MTR_7g024480	AT2G39560
MTR_2g096640	AT2G39570
MTR_7g024000	AT2G39580
MTR_1g105415	AT2G39590
MTR_4g094598	AT2G39590
MTR_4g117470	AT2G39590
MTR_3g026690	AT2G39620
MTR_7g026260	AT2G39630
MTR_8g085400	AT2G39640
MTR_7g083080	AT2G39650
MTR_5g079860	AT2G39670
MTR_5g079910	AT2G39690|AT3G12540
MTR_7g061720	AT2G39700|AT3G55500
MTR_3g067980	AT2G39705|AT3G55515
MTR_5g080330	AT2G39710
MTR_3g068000	AT2G39710
MTR_5g080350	AT2G39720
MTR_5g008340	AT2G39725
MTR_4g021210	AT2G39730
MTR_3g068215	AT2G39740
MTR_3g068990	AT2G39750|AT5G06050
MTR_5g080720	AT2G39750|AT5G06050
MTR_3g069000	AT2G39760
MTR_5g080770	AT2G39770|AT3G55590
MTR_3g069070	AT2G39770|AT3G55590
MTR_4g133690	AT2G39770|AT3G55590
MTR_8g028080	AT2G39780
MTR_5g080880	AT2G39790|AT2G39795|AT3G55605|AT5G05990
MTR_5g080870	AT2G39790|AT2G39795|AT3G55605|AT5G05990
MTR_7g063650	AT2G39800|AT3G55610
MTR_3g069080	AT2G39800|AT3G55610
MTR_4g020110	AT2G39800|AT3G55610
MTR_5g081040	AT2G39805
MTR_3g069150	AT2G39805
MTR_3g069170	AT2G39805
MTR_5g012940	AT2G39810
MTR_3g069410	AT2G39830
MTR_5g081160	AT2G39830
MTR_5g081230	AT2G39840
MTR_5g081360	AT2G39855|AT3G55646
MTR_3g069570	AT2G39855|AT3G55646
MTR_4g019370	AT2G39880|AT3G09230|AT3G55730
MTR_3g070033	AT2G39900|AT3G55770
MTR_3g070050	AT2G39900|AT3G55770
MTR_3g070010	AT2G39910
MTR_5g081740	AT2G39920
MTR_7g092870	AT2G39920
MTR_7g092875	AT2G39920
MTR_3g070090	AT2G39920
MTR_8g101490	AT2G39930
MTR_5g081870	AT2G39940
MTR_3g070140	AT2G39940
MTR_5g081880	AT2G39950
MTR_5g081900	AT2G39960|AT4G04200
MTR_5g081910	AT2G39970
MTR_5g081960	AT2G39980
MTR_3g070170	AT2G39980
MTR_5g082000	AT2G39990
MTR_3g070190	AT2G39990
MTR_3g070230	AT2G40000|AT3G55840
MTR_5g082150	AT2G40000|AT3G55840
MTR_7g112750	AT2G40010|AT3G09200|AT3G11250
MTR_3g108280	AT2G40010|AT3G09200|AT3G11250
MTR_1g044130	AT2G40010|AT3G09200|AT3G11250
MTR_5g082180	AT2G40010|AT3G09200|AT3G11250
MTR_7g022400	AT2G40010|AT3G09200|AT3G11250
MTR_7g067760	AT2G40030
MTR_8g066100	AT2G40030
MTR_8g038990	AT2G40030
MTR_3g070300	AT2G40070
MTR_5g082480	AT2G40070
MTR_3g070490	AT2G40080
MTR_3g070410	AT2G40090
MTR_3g070400	AT2G40095|AT3G55880
MTR_3g070340	AT2G40100
MTR_3g070330	AT2G40110
MTR_4g133932	AT2G40113|AT4G17215|AT5G47635
MTR_5g082590	AT2G40116
MTR_3g070560	AT2G40116
MTR_3g070710	AT2G40116
MTR_5g082580	AT2G40116
MTR_5g082700	AT2G40120
MTR_7g056197	AT2G40130
MTR_3g070850	AT2G40130
MTR_3g070880	AT2G40140|AT3G55980
MTR_5g082830	AT2G40140|AT3G55980
MTR_3g070900	AT2G40150|AT3G55990
MTR_5g082880	AT2G40150|AT3G55990
MTR_8g027750	AT2G40190
MTR_3g070970	AT2G40200
MTR_5g082950	AT2G40220
MTR_3g071320	AT2G40230
MTR_6g065100	AT2G40240|AT3G56030
MTR_5g083040	AT2G40250
MTR_3g071480	AT2G40270|AT3G56050
MTR_1g084790	AT2G40270|AT3G56050
MTR_3g071530	AT2G40280|AT3G56080
MTR_5g083150	AT2G40280|AT3G56080
MTR_3g071560	AT2G40290|AT5G05470
MTR_3g071550	AT2G40290|AT5G05470
MTR_3g071540	AT2G40290|AT5G05470
MTR_3g071640	AT2G40316
MTR_5g083260	AT2G40320
MTR_5g083270	AT2G40330|AT4G18620|AT5G05440|AT5G45860|AT5G45870
MTR_3g071740	AT2G40330|AT4G18620|AT5G05440|AT5G45860|AT5G45870
MTR_0939s0010	AT2G40340|AT2G40350
MTR_2g089170	AT2G40340|AT2G40350
MTR_2g006020	AT2G40360
MTR_3g071890	AT2G40370|AT5G05390
MTR_5g083360	AT2G40370|AT5G05390
MTR_3g071950	AT2G40390|AT5G64190
MTR_5g083500	AT2G40390|AT5G64190
MTR_3g071970	AT2G40400|AT3G56140
MTR_5g083730	AT2G40410|AT3G56170
MTR_5g083720	AT2G40410|AT3G56170
MTR_5g083770	AT2G40420|AT3G56200
MTR_3g072110	AT2G40420|AT3G56200
MTR_5g083780	AT2G40430
MTR_5g083810	AT2G40435|AT3G56220
MTR_3g072300	AT2G40460
MTR_3g094690	AT2G40470
MTR_5g083960	AT2G40470
MTR_3g072350	AT2G40480|AT3G56270
MTR_5g083980	AT2G40480|AT3G56270
MTR_3g072330	AT2G40490
MTR_5g097200	AT2G40510|AT2G40590|AT3G56340
MTR_3g094220	AT2G40510|AT2G40590|AT3G56340
MTR_3g094210	AT2G40520|AT3G56320
MTR_3g094170	AT2G40520|AT3G56320
MTR_3g094090	AT2G40540
MTR_3g094070	AT2G40550
MTR_8g102540	AT2G40570
MTR_1g007640	AT2G40600
MTR_3g094060	AT2G40610|AT5G05290
MTR_3g094040	AT2G40610|AT5G05290
MTR_3g094020	AT2G40620
MTR_1g007460	AT2G40630|AT5G05240
MTR_1g083720	AT2G40650
MTR_3g093870	AT2G40660
MTR_3g093860	AT2G40670|AT3G56380
MTR_5g067640	AT2G40690
MTR_2g043360	AT2G40700
MTR_4g059460	AT2G40700
MTR_4g459350	AT2G40700
MTR_3g103240	AT2G40710|AT4G37680|AT4G38290|AT4G38320
MTR_5g015270	AT2G40710|AT4G37680|AT4G38290|AT4G38320
MTR_6g086565	AT2G40730
MTR_1g078330	AT2G40730
MTR_1g078370	AT2G40730
MTR_5g067680	AT2G40740
MTR_5g067730	AT2G40760
MTR_5g067980	AT2G40770
MTR_3g093790	AT2G40780
MTR_3g093690	AT2G40800|AT3G56430
MTR_3g093590	AT2G40810|AT3G56440
MTR_3g093560	AT2G40815
MTR_5g069320	AT2G40815
MTR_5g068530	AT2G40815
MTR_6g079040	AT2G40820|AT3G56480
MTR_7g089090	AT2G40820|AT3G56480
MTR_0067s0100	AT2G40830|AT3G10815|AT3G56580
MTR_5g088720	AT2G40830|AT3G10815|AT3G56580
MTR_8g064950	AT2G40840
MTR_7g088740	AT2G40840
MTR_1g050520	AT2G40860
MTR_8g041410	AT2G40880|AT3G12490|AT5G05110
MTR_7g088760	AT2G40930
MTR_5g008240	AT2G40935
MTR_7g109150	AT2G40940
MTR_7g088890	AT2G40950|AT3G10800|AT3G56660
MTR_7g088990	AT2G40960|AT3G10770|AT3G56680|AT5G05100
MTR_7g087510	AT2G40980
MTR_7g088360	AT2G40990|AT3G56920|AT5G05070
MTR_6g026940	AT2G41000
MTR_6g027110	AT2G41000
MTR_6g027030	AT2G41000
MTR_7g088620	AT2G41010|AT3G56880
MTR_1g051155	AT2G41020
MTR_2g450530	AT2G41040
MTR_6g026870	AT2G41050|AT4G20100
MTR_7g088220	AT2G41050|AT4G20100
MTR_7g088140	AT2G41060|AT3G56860
MTR_8g043960	AT2G41070|AT3G56850
MTR_5g088230	AT2G41070|AT3G56850
MTR_7g088090	AT2G41070|AT3G56850
MTR_6g026800	AT2G41070|AT3G56850
MTR_3g010660	AT2G41070|AT3G56850
MTR_4g094645	AT2G41080
MTR_4g094658	AT2G41080
MTR_7g088210	AT2G41120
MTR_7g089480	AT2G41140|AT3G56760
MTR_8g106395	AT2G41150|AT3G56750
MTR_7g089550	AT2G41160|AT3G56740
MTR_7g089700	AT2G41170
MTR_7g089720	AT2G41170
MTR_7g089640	AT2G41170
MTR_7g089730	AT2G41170
MTR_1030s0010	AT2G41170
MTR_6g039470	AT2G41170
MTR_6g039460	AT2G41170
MTR_7g089560	AT2G41170
MTR_7g089670	AT2G41170
MTR_7g089910	AT2G41190
MTR_7g089920	AT2G41190
MTR_7g089905	AT2G41190
MTR_4g037690	AT2G41190
MTR_7g089940	AT2G41200
MTR_1g050740	AT2G41210|AT3G56960
MTR_7g089950	AT2G41210|AT3G56960
MTR_7g089970	AT2G41220|AT5G04140
MTR_1g048710	AT2G41240|AT3G56970|AT3G56980
MTR_7g090410	AT2G41240|AT3G56970|AT3G56980
MTR_1g048720	AT2G41240|AT3G56970|AT3G56980
MTR_1g048750	AT2G41240|AT3G56970|AT3G56980
MTR_7g090370	AT2G41250
MTR_7g090320	AT2G41290
MTR_7g090310	AT2G41290
MTR_5g091980	AT2G41300|AT3G57010|AT3G57020
MTR_7g490350	AT2G41300|AT3G57010|AT3G57020
MTR_7g490330	AT2G41300|AT3G57010|AT3G57020
MTR_7g090300	AT2G41300|AT3G57010|AT3G57020
MTR_7g090230	AT2G41330|AT3G57070
MTR_1g051180	AT2G41330|AT3G57070
MTR_7g090220	AT2G41340|AT3G57080
MTR_5g026380	AT2G41342
MTR_7g090020	AT2G41370|AT3G57130
MTR_1g051025	AT2G41370|AT3G57130
MTR_7g091520	AT2G41380
MTR_7g090190	AT2G41380
MTR_7g090180	AT2G41380
MTR_7g091510	AT2G41380
MTR_7g090450	AT2G41410|AT3G10190
MTR_7g090630	AT2G41430
MTR_7g090680	AT2G41450
MTR_7g090740	AT2G41451|AT3G57200
MTR_1g051380	AT2G41460
MTR_1g094210	AT2G41473
MTR_2g046920	AT2G41473
MTR_7g103160	AT2G41473
MTR_2g046900	AT2G41473
MTR_5g022420	AT2G41473
MTR_4g108810	AT2G41473
MTR_2g047832	AT2G41473
MTR_1g097370	AT2G41473
MTR_4g108790	AT2G41473
MTR_8g467140	AT2G41473
MTR_1g097520	AT2G41473
MTR_2g046830	AT2G41473
MTR_2g046860	AT2G41473
MTR_4g107820	AT2G41473
MTR_4g107780	AT2G41473
MTR_2g055970	AT2G41473
MTR_8g101580	AT2G41473
MTR_1g054575	AT2G41473
MTR_1g097510	AT2G41473
MTR_1g097330	AT2G41473
MTR_1g097560	AT2G41473
MTR_7g103140	AT2G41473
MTR_2g046800	AT2G41473
MTR_1g050542	AT2G41473
MTR_4g108820	AT2G41473
MTR_1g097490	AT2G41473
MTR_5g023570	AT2G41473
MTR_4g114210	AT2G41480
MTR_8g446850	AT2G41490|AT3G57220
MTR_0012s0090	AT2G41490|AT3G57220
MTR_3g045150	AT2G41490|AT3G57220
MTR_7g090920	AT2G41510
MTR_7g090940	AT2G41520
MTR_1g052175	AT2G41530
MTR_4g008660	AT2G41530
MTR_1g052165	AT2G41530
MTR_7g090970	AT2G41540
MTR_8g045070	AT2G41560|AT3G57330
MTR_8g090125	AT2G41560|AT3G57330
MTR_4g008650	AT2G41560|AT3G57330
MTR_8g446010	AT2G41560|AT3G57330
MTR_7g091050	AT2G41600
MTR_1g038290	AT2G41610
MTR_1g038260	AT2G41610
MTR_2g103370	AT2G41620|AT3G57350
MTR_1g053065	AT2G41630|AT3G10330|AT3G57370
MTR_7g091230	AT2G41630|AT3G10330|AT3G57370
MTR_3g040150	AT2G41630|AT3G10330|AT3G57370
MTR_3g040300	AT2G41630|AT3G10330|AT3G57370
MTR_3g037190	AT2G41630|AT3G10330|AT3G57370
MTR_7g091280	AT2G41640|AT3G10320|AT3G57380
MTR_1g053130	AT2G41660
MTR_7g091320	AT2G41670
MTR_1g053160	AT2G41680
MTR_7g091370	AT2G41690
MTR_7g091380	AT2G41700
MTR_3g007470	AT2G41705
MTR_3g072840	AT2G41705
MTR_3g072830	AT2G41705
MTR_7g091390	AT2G41710
MTR_7g091410	AT2G41720
MTR_4g061650	AT2G41730|AT5G24640
MTR_1g051195	AT2G41730|AT5G24640
MTR_7g091460	AT2G41740|AT3G57410
MTR_7g091490	AT2G41750
MTR_7g034355	AT2G41760
MTR_0121s0010	AT2G41770|AT3G57420
MTR_7g091590	AT2G41790|AT3G57460|AT3G57470
MTR_7g091680	AT2G41820
MTR_7g091780	AT2G41830
MTR_7g091810	AT2G41835|AT3G57480|AT5G48205
MTR_0100s0160	AT2G41835|AT3G57480|AT5G48205
MTR_1g052315	AT2G41850|AT3G57510
MTR_7g091840	AT2G41850|AT3G57510
MTR_7g091850	AT2G41850|AT3G57510
MTR_7g091890	AT2G41860|AT3G57530
MTR_7g091990	AT2G41870|AT3G57540
MTR_1g052560	AT2G41870|AT3G57540
MTR_0374s0010	AT2G41880|AT3G57550
MTR_7g092020	AT2G41880|AT3G57550
MTR_7g092050	AT2G41890
MTR_1g054450	AT2G41940|AT3G58070|AT5G06650
MTR_1g054455	AT2G41945
MTR_7g093640	AT2G41950
MTR_1g054355	AT2G41960|AT3G58050
MTR_7g093630	AT2G41960|AT3G58050
MTR_7g093610	AT2G41970
MTR_1g054340	AT2G41970
MTR_1g054335	AT2G41980|AT3G58040
MTR_7g093600	AT2G41980|AT3G58040
MTR_4g075730	AT2G41990|AT4G35170
MTR_8g086610	AT2G41990|AT4G35170
MTR_8g033080	AT2G42010|AT4G00240
MTR_7g075910	AT2G42010|AT4G00240
MTR_7g093390	AT2G42030|AT3G58030
MTR_7g093350	AT2G42040
MTR_1g054175	AT2G42040
MTR_7g093360	AT2G42040
MTR_7g093280	AT2G42070
MTR_0015s0110	AT2G42080|AT3G58020
MTR_7g093220	AT2G42110
MTR_7g093210	AT2G42120
MTR_1g054070	AT2G42130|AT3G58010
MTR_1g054055	AT2G42140|AT3G58000
MTR_4g114970	AT2G42160
MTR_1g053900	AT2G42180|AT3G57950|AT5G06790
MTR_7g093040	AT2G42180|AT3G57950|AT5G06790
MTR_7g092970	AT2G42190|AT3G57930
MTR_7g092930	AT2G42200|AT3G57920
MTR_1g053715	AT2G42200|AT3G57920
MTR_7g092820	AT2G42220
MTR_1g053360	AT2G42230|AT3G57890
MTR_7g092810	AT2G42230|AT3G57890
MTR_5g016680	AT2G42240
MTR_7g092600	AT2G42250|AT5G06905
MTR_7g092570	AT2G42260|AT3G57860
MTR_6g052280	AT2G42280
MTR_1g052470	AT2G42280
MTR_7g092540	AT2G42280
MTR_1g052425	AT2G42290|AT3G57830
MTR_1g059270	AT2G42300|AT3G57800
MTR_7g092510	AT2G42300|AT3G57800
MTR_1g059290	AT2G42310|AT3G57785
MTR_7g092460	AT2G42320|AT3G57780|AT5G06930
MTR_2g090950	AT2G42350|AT2G42360
MTR_2g090905	AT2G42350|AT2G42360
MTR_4g079510	AT2G42370|AT3G58110
MTR_2g078370	AT2G42380|AT3G58120
MTR_4g079430	AT2G42390
MTR_4g079240	AT2G42400
MTR_1g070265	AT2G42410
MTR_1g070220	AT2G42430
MTR_7g096530	AT2G42430
MTR_1g070195	AT2G42450
MTR_3g077080	AT2G42490
MTR_7g107310	AT2G42500|AT3G58500
MTR_1g054630	AT2G42520|AT3G58510|AT3G58570
MTR_2g091170	AT2G42560
MTR_2g091225	AT2G42590
MTR_2g092930	AT2G42600
MTR_1g009850	AT2G42600
MTR_4g079860	AT2G42600
MTR_4g079930	AT2G42610
MTR_2g092950	AT2G42610
MTR_4g080020	AT2G42620
MTR_2g084230	AT2G42660
MTR_2g016220	AT2G42660
MTR_8g086410	AT2G42660
MTR_4g080083	AT2G42670|AT3G58670
MTR_2g084225	AT2G42670|AT3G58670
MTR_4g080090	AT2G42680|AT3G58680
MTR_2g084220	AT2G42680|AT3G58680
MTR_6g018330	AT2G42680|AT3G58680
MTR_4g080100	AT2G42690
MTR_4g080110	AT2G42700
MTR_4g080120	AT2G42710
MTR_4g080740	AT2G42740|AT3G58700|AT4G18730|AT5G45775
MTR_8g046140	AT2G42740|AT3G58700|AT4G18730|AT5G45775
MTR_3g007690	AT2G42740|AT3G58700|AT4G18730|AT5G45775
MTR_3g007700	AT2G42740|AT3G58700|AT4G18730|AT5G45775
MTR_2g083920	AT2G42750
MTR_4g080350	AT2G42750
MTR_2g016760	AT2G42760
MTR_4g080340	AT2G42760
MTR_2g083910	AT2G42760
MTR_8g086820	AT2G42760
MTR_4g078760	AT2G42770
MTR_3g061710	AT2G42780
MTR_8g009140	AT2G42780
MTR_8g007225	AT2G42780
MTR_8g007200	AT2G42780
MTR_5g085090	AT2G42780
MTR_8g007210	AT2G42780
MTR_3g048940	AT2G42780
MTR_5g091930	AT2G42790|AT3G58740|AT3G58750
MTR_3g048920	AT2G42790|AT3G58740|AT3G58750
MTR_2g019170	AT2G42800
MTR_3g452710	AT2G42810
MTR_2g100160	AT2G42810
MTR_2g100130	AT2G42810
MTR_3g452470	AT2G42820
MTR_5g091800	AT2G42820
MTR_3g452380	AT2G42830|AT3G58780
MTR_3g089570	AT2G42840
MTR_5g091760	AT2G42850
MTR_5g091690	AT2G42870|AT3G58850
MTR_3g089510	AT2G42880
MTR_5g091680	AT2G42880
MTR_3g448370	AT2G42890
MTR_5g068540	AT2G42890
MTR_5g058270	AT2G42890
MTR_3g048300	AT2G42900
MTR_5g075540	AT2G42910
MTR_5g091640	AT2G42920
MTR_5g091630	AT2G42940
MTR_5g091570	AT2G42950
MTR_5g091380	AT2G42960|AT3G59110
MTR_3g047890	AT2G42960|AT3G59110
MTR_5g016040	AT2G42975
MTR_5g091190	AT2G42975
MTR_7g035145	AT2G42975
MTR_5g091130	AT2G42980|AT3G59080
MTR_3g046300	AT2G42980|AT3G59080
MTR_3g464730	AT2G42990
MTR_5g090970	AT2G43000
MTR_3g449770	AT2G43010|AT3G59060
MTR_5g090300	AT2G43020|AT3G59050
MTR_3g449620	AT2G43020|AT3G59050
MTR_3g118210	AT2G43030
MTR_8g071330	AT2G43040
MTR_5g026810	AT2G43040
MTR_1g116810	AT2G43080
MTR_4g011180	AT2G43090|AT2G43100|AT3G58990
MTR_1g116820	AT2G43110
MTR_7g405830	AT2G43120|AT3G59220|AT3G59260
MTR_1g116790	AT2G43140
MTR_7g006280	AT2G43160|AT3G59290
MTR_7g006100	AT2G43180
MTR_7g006260	AT2G43180
MTR_5g007880	AT2G43190
MTR_7g006060	AT2G43200
MTR_1g116520	AT2G43230|AT3G59350
MTR_3g019120	AT2G43230|AT3G59350
MTR_1g116540	AT2G43235
MTR_1g116565	AT2G43240|AT3G59360
MTR_4g076610	AT2G43250
MTR_4g076640	AT2G43250
MTR_4g076620	AT2G43250
MTR_3g006370	AT2G43280
MTR_2g098870	AT2G43310
MTR_2g098630	AT2G43320
MTR_7g005910	AT2G43330
MTR_1g116650	AT2G43330
MTR_3g084110	AT2G43330
MTR_1g116660	AT2G43330
MTR_8g105630	AT2G43350
MTR_4g076870	AT2G43360
MTR_7g082150	AT2G43370
MTR_2g099040	AT2G43400
MTR_4g068120	AT2G43410
MTR_4g068110	AT2G43420
MTR_2g099090	AT2G43430
MTR_4g068100	AT2G43430
MTR_2g018680	AT2G43460|AT3G59540
MTR_8g079485	AT2G43460|AT3G59540
MTR_4g068040	AT2G43460|AT3G59540
MTR_2g099125	AT2G43465
MTR_2g099155	AT2G43470
MTR_2g099175	AT2G43480|AT5G24070
MTR_2g099185	AT2G43490|AT3G59570
MTR_2g099350	AT2G43500|AT3G59580
MTR_4g068000	AT2G43500|AT3G59580
MTR_2g099440	AT2G43540
MTR_4g068190	AT2G43560
MTR_6g012760	AT2G43630|AT3G59640
MTR_8g077030	AT2G43630|AT3G59640
MTR_3g110098	AT2G43640
MTR_4g087270	AT2G43650|AT3G28230
MTR_4g087420	AT2G43680|AT3G59690
MTR_4g087440	AT2G43710
MTR_5g024130	AT2G43710
MTR_4g087510	AT2G43750|AT3G59760
MTR_4g087520	AT2G43750|AT3G59760
MTR_4g087490	AT2G43750|AT3G59760
MTR_3g041720	AT2G43760
MTR_8g036270	AT2G43760
MTR_7g086360	AT2G43770
MTR_7g091060	AT2G43780
MTR_4g087620	AT2G43790|AT3G59790
MTR_4g087630	AT2G43795|AT3G59800
MTR_4g087890	AT2G43800
MTR_4g080300	AT2G43810|AT3G59810
MTR_8g088560	AT2G43820|AT2G43840
MTR_8g009810	AT2G43870|AT3G59850
MTR_2g029170	AT2G43870|AT3G59850
MTR_4g083660	AT2G43870|AT3G59850
MTR_2g049400	AT2G43880
MTR_4g134910	AT2G43945|AT3G59870
MTR_4g134950	AT2G43950
MTR_7g117595	AT2G43970
MTR_3g067725	AT2G43980
MTR_1g073930	AT2G43990
MTR_8g105560	AT2G44020
MTR_1g115415	AT2G44020
MTR_8g028145	AT2G44040|AT3G59890
MTR_4g094700	AT2G44050
MTR_5g088850	AT2G44060
MTR_3g045190	AT2G44060
MTR_2g015360	AT2G44065
MTR_7g018590	AT2G44070|AT5G38640
MTR_6g017100	AT2G44070|AT5G38640
MTR_4g134960	AT2G44090|AT3G59910
MTR_8g088620	AT2G44100|AT3G59920
MTR_7g081230	AT2G44140|AT3G59950
MTR_6g059310	AT2G44150|AT3G59960
MTR_1g040105	AT2G44160|AT3G59970
MTR_2g040010	AT2G44175|AT5G57020
MTR_4g109100	AT2G44180|AT3G59990
MTR_1g105940	AT2G44180|AT3G59990
MTR_2g028220	AT2G44190|AT3G60000
MTR_2g028200	AT2G44200
MTR_2g062410	AT2G44230|AT2G44260|AT3G01870|AT3G01880
MTR_4g131710	AT2G44230|AT2G44260|AT3G01870|AT3G01880
MTR_2g067640	AT2G44230|AT2G44260|AT3G01870|AT3G01880
MTR_2g062340	AT2G44230|AT2G44260|AT3G01870|AT3G01880
MTR_2g062370	AT2G44230|AT2G44260|AT3G01870|AT3G01880
MTR_2g062430	AT2G44230|AT2G44260|AT3G01870|AT3G01880
MTR_2g062380	AT2G44230|AT2G44260|AT3G01870|AT3G01880
MTR_2g062270	AT2G44280|AT3G60070
MTR_7g014880	AT2G44290|AT2G44300
MTR_8g446830	AT2G44290|AT2G44300
MTR_8g446810	AT2G44310
MTR_2g061790	AT2G44330|AT3G60080
MTR_2g061720	AT2G44340|AT3G60090
MTR_2g061630	AT2G44350|AT3G60100
MTR_2g061420	AT2G44360
MTR_7g093330	AT2G44400
MTR_2g061230	AT2G44410
MTR_4g029440	AT2G44410
MTR_2g060820	AT2G44420
MTR_2g060760	AT2G44430|AT3G60110
MTR_2g060720	AT2G44440
MTR_4g022860	AT2G44440
MTR_3g026620	AT2G44480
MTR_3g026400	AT2G44480
MTR_3g026650	AT2G44500|AT3G07900
MTR_4g023030	AT2G44500|AT3G07900
MTR_3g096970	AT2G44510|AT5G03830
MTR_3g088850	AT2G44510|AT5G03830
MTR_1g116110	AT2G44520
MTR_8g009670	AT2G44525|AT3G60150
MTR_8g009660	AT2G44530
MTR_1g037340	AT2G44540|AT2G44550|AT2G44560|AT2G44570
MTR_0103s0100	AT2G44580
MTR_7g451010	AT2G44590|AT3G60190
MTR_8g009510	AT2G44590|AT3G60190
MTR_4g098950	AT2G44610
MTR_5g013900	AT2G44610
MTR_7g080760	AT2G44620
MTR_8g009290	AT2G44640
MTR_8g009280	AT2G44650|AT3G60210
MTR_5g077540	AT2G44660
MTR_8g007390	AT2G44710
MTR_7g081210	AT2G44710
MTR_4g117990	AT2G44730
MTR_7g081190	AT2G44730
MTR_7g081130	AT2G44740
MTR_8g007380	AT2G44740
MTR_8g007270	AT2G44745
MTR_8g007155	AT2G44760
MTR_7g081300	AT2G44770|AT3G60260
MTR_8g007175	AT2G44770|AT3G60260
MTR_8g007020	AT2G44790|AT3G60270|AT3G60280
MTR_8g007035	AT2G44790|AT3G60270|AT3G60280
MTR_7g081710	AT2G44800|AT3G60290
MTR_7g081620	AT2G44810
MTR_7g081645	AT2G44810
MTR_7g096840	AT2G44820
MTR_7g081665	AT2G44830
MTR_8g006870	AT2G44830
MTR_8g006840	AT2G44840
MTR_7g006510	AT2G44850
MTR_7g407110	AT2G44850
MTR_7g407140	AT2G44850
MTR_4g055270	AT2G44860
MTR_2g084925	AT2G44860
MTR_4g033475	AT2G44870
MTR_7g005870	AT2G44880
MTR_8g035780	AT2G44890|AT2G45510
MTR_8g035820	AT2G44890|AT2G45510
MTR_8g035810	AT2G44890|AT2G45510
MTR_8g035860	AT2G44890|AT2G45510
MTR_8g006705	AT2G44910|AT3G60390
MTR_3g068150	AT2G44920
MTR_7g046260	AT2G44940|AT3G60490
MTR_8g006410	AT2G44940|AT3G60490
MTR_7g046250	AT2G44950
MTR_8g006370	AT2G44970
MTR_7g045505	AT2G44980
MTR_7g039320	AT2G44980
MTR_7g045370	AT2G44990
MTR_7g045280	AT2G45000
MTR_0172s0050	AT2G45010
MTR_3g408350	AT2G45010
MTR_5g065810	AT2G45010
MTR_8g005900	AT2G45040
MTR_7g445370	AT2G45060
MTR_4g028080	AT2G45070|AT3G60540
MTR_8g086330	AT2G45070|AT3G60540
MTR_4g028060	AT2G45080|AT3G60550
MTR_4g027390	AT2G45130
MTR_0262s0060	AT2G45130
MTR_3g466380	AT2G45150|AT3G60620
MTR_0092s0100	AT2G45160|AT3G60630|AT4G00150
MTR_4g026485	AT2G45160|AT3G60630|AT4G00150
MTR_4g101090	AT2G45170|AT3G60640|AT4G16520
MTR_4g101260	AT2G45180
MTR_4g108150	AT2G45180
MTR_4g101660	AT2G45190
MTR_4g025850	AT2G45200
MTR_4g025690	AT2G45220|AT4G00190
MTR_4g025730	AT2G45220|AT4G00190
MTR_3g118500	AT2G45250|AT4G38280
MTR_4g025420	AT2G45260|AT4G33320|AT4G34080
MTR_4g024920	AT2G45270
MTR_4g024850	AT2G45280
MTR_4g111780	AT2G45280
MTR_4g024630	AT2G45290|AT3G60750
MTR_5g059410	AT2G45290|AT3G60750
MTR_1g116120	AT2G45290|AT3G60750
MTR_8g102045	AT2G45320
MTR_8g102040	AT2G45320
MTR_4g053430	AT2G45320
MTR_4g023500	AT2G45330|AT5G23600
MTR_4g084670	AT2G45330|AT5G23600
MTR_7g030070	AT2G45340
MTR_7g038690	AT2G45340
MTR_4g024370	AT2G45360|AT3G60780
MTR_4g024000	AT2G45380
MTR_7g074730	AT2G45400
MTR_7g074880	AT2G45400
MTR_7g074870	AT2G45400
MTR_7g074820	AT2G45400
MTR_4g023730	AT2G45400
MTR_7g074850	AT2G45400
MTR_7g074710	AT2G45400
MTR_7g075230	AT2G45410
MTR_8g036105	AT2G45410
MTR_8g036085	AT2G45420
MTR_8g036060	AT2G45430|AT3G60870
MTR_1g088775	AT2G45440|AT3G60880
